id,deployment_code,community_name,population,population_override,latitude,longitude,cost_estimate,cost_actual,other_funding_amt,other_funding_donation_count,completion_date,partner_project_code,plaque_text,project_specific_field_notes,internal_notes,image_url,location_type_id,project_type_id,sub_project_type_id,status_id,grant_id,grant_program_id,d2p_batch_id,mycw,region,funding_source,rehab,revenue_category,package_id,fluxx_id,fluxx_regrant_id,possible_location_types,review_status_name,resubmission_notes,state,district,sub_district,system_name,water_point_name,latitude_display,longitude_display
51978,ET.GOH.Q4.13.156.133,M/gfuf,350,,14.36375,38.96584,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51979,ET.GOH.Q4.13.156.134,M/kolakul,300,,14.34529,38.99119,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51980,ET.GOH.Q4.13.156.135,M/melhs,300,,14.34811,38.9755,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51981,ET.GOH.Q4.13.156.136,M/Kereba,140,,14.34557,38.96906,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51982,ET.GOH.Q4.13.156.137,Rubawshate,250,,14.32999,38.95257,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51983,ET.GOH.Q4.13.156.138,Gorahgrat,250,,14.33517,38.95848,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51984,ET.GOH.Q4.13.156.139,Kebabiendaliben,200,,14.35199,38.96438,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51985,ET.GOH.Q4.13.156.140,stadium,350,,14.06596,37.76148,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
51986,ET.GOH.Q4.13.156.141,tika negasi tesfay,290,,14.072,37.76501,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
51987,ET.GOH.Q4.13.156.142,chira angog,400,,14.04935,38.03461,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
51988,ET.GOH.Q4.13.156.143,chigign tabia,300,,14.04554,38.03584,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
51989,ET.GOH.Q4.13.156.144,may aye,280,,14.04429,37.99934,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
51990,ET.GOH.Q4.13.156.145,guyla,450,,14.02232,37.95349,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
51991,ET.GOH.Q4.13.156.146,may tsilmy,400,,13.92401,38.23995,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,birhan,,,,
51992,ET.GOH.Q4.13.156.147,enda tenaw,300,,13.95113,38.25007,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,birhan,,,,
51993,ET.GOH.Q4.13.156.148,grat hagos negash,350,,14.00808,37.71195,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
51994,ET.GOH.Q4.13.156.149,minmine,300,,14.01663,37.71695,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
51995,ET.GOH.Q4.13.156.150,mesno tewelde g/kidan,300,,14.02828,38.11622,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,may shek,,,,
51996,ET.GOH.Q4.13.156.151,shintro golagul,300,,14.03392,38.11727,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,may shek,,,,
51997,ET.GOH.Q4.13.156.152,grat tajebe tsehaye,200,,14.07908,37.79322,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
51998,ET.GOH.Q4.13.156.153,grat birhane tesfahunegn,200,,14.08724,37.97264,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
51999,ET.GOH.Q4.13.156.154,enda tehanit,400,,14.06926,37.91938,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52000,ET.GOH.Q4.13.156.155,manta daero,350,,14.12057,37.98638,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52001,ET.GOH.Q4.13.156.156,mekazino,350,,14.1152,37.98655,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52002,ET.GOH.Q4.13.156.157,may bur,300,,14.11111,37.99412,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52003,ET.GOH.Q4.13.156.158,gedena fered kebede,350,,14.11549,37.97594,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52004,ET.GOH.Q4.13.156.159,enda gebreal,370,,14.0929,37.96419,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52005,ET.GOH.Q4.13.156.160,miwtsae may tsetser,350,,14.09602,37.95622,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52006,ET.GOH.Q4.13.156.161,grat alemu g/aregawi,320,,14.08488,37.9422,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52007,ET.GOH.Q4.13.156.162,mistay berbere,300,,14.01883,38.11564,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,may shek,,,,
52008,ET.GOH.Q4.13.156.163,grat indagebre hagos,225,,14.0767,37.76197,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedbit,,,,
52009,ET.GOH.Q4.13.156.164,misgar bet timhirty,400,,14.04596,38.03312,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
52010,ET.GOH.Q4.13.156.165,teri anfi,350,,14.03654,38.00927,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
52011,ET.GOH.Q4.13.156.166,grat birhane ayele,300,,14.01982,37.94763,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
52012,ET.GOH.Q4.13.156.167,May Agam,200,,13.98284,38.84645,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,L/maichew,Awleo,,,,
65274,ET.GOH.Q4.13.156.306,Debretawr school,383,,14.25475,37.6268,5074.5,,0,,,,,,,,SC,3,,1,1207,144,,,,,1,WPS,544,,524,Community,,,,T/adiabo,Adiaser,,,,
65590,ET.GOH.Q4.13.156.307,sifra jeganu school,211,,14.0842,37.80849,22890.05,,0,,,,,,,,SC,3,,1,1207,144,,,,,0,WPS,364,,430,School,,,,Asgede tsimbla,dedebit,,,,
52013,ET.GOH.Q4.13.156.168,May Negad,300,,13.96722,38.82025,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,N/Adet, L/Hudug,,,,
52014,ET.GOH.Q4.13.156.169,May Azeba,300,,14.1966,38.72176,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,L/Maychew,Welel,,,,
52015,ET.GOH.Q4.13.156.170,Mai lomen,200,,14.22682,38.23955,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,L/adiabo,Maiambesa,,,,
52016,ET.GOH.Q4.13.156.171,Gumey,300,,14.23435,37.96092,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,L/adiabo,Zelazile,,,,
52018,ET.GOH.Q4.13.156.173,ela tsaeda,300,,14.06621,37.76498,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
52019,ET.GOH.Q4.13.156.174,may aye,350,,14.07924,37.76766,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
52020,ET.GOH.Q4.13.156.175,may aye,200,,14.02496,38.06253,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,edaga hibret,,,,
52021,ET.GOH.Q4.13.156.176,lese,400,,14.02807,37.72185,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,dedebit,,,,
52022,ET.GOH.Q4.13.156.177,egri enda g/kidan,400,,14.06986,37.92301,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
52023,ET.GOH.Q4.13.156.178,daero hafash,370,,14.11452,37.98775,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Asgede tsimbla,hitsats,,,,
65273,ET.GOH.Q4.13.156.305,harmaz wehate school,837,,14.04173,38.03353,5074.5,,0,,,,,,,,SC,6,,1,1207,144,,,,,1,GENERAL_WATER,,,524,Community,,,,Asgede tsimbla,edaga hibret,,,,
52017,ET.GOH.Q4.13.156.172,Mai shukey,360,,14.33554,38.41138,10370.01,,0,,,,,,,,CO,6,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,L/adiabo,Medebay terer,,,,
65258,ET.GOH.Q4.13.156.292,Gereb mesihal,300,,12.53039,39.54035,10370.01,,0,,,,,,,,CO,5,,1,1207,144,,,,,0,WPS,363,,427,Community,,,,Ofla,Adi golo,,,,
65259,ET.GOH.Q4.13.156.293,Higum,250,,12.63556,39.50106,10370.01,,0,,,,,,,,CO,5,,1,1207,144,,,,,0,WPS,363,,427,Community,,,,Ofla,Hashenge,,,,
65260,ET.GOH.Q4.13.156.294,Gehimed 2,300,,12.47919,39.39599,10370.01,,0,,,,,,,,CO,5,,1,1207,144,,,,,0,WPS,363,,427,Community,,,,Ofla,lat,,,,
65261,ET.GOH.Q4.13.156.295,Gereb juna,475,,12.75496,39.32207,10370.01,,0,,,,,,,,CO,5,,1,1207,144,,,,,0,WPS,363,,427,Community,,,,Endamekoni,Nekah Wedi Semro,,,,
65264,ET.GOH.Q4.13.156.296,May kelamitos,180,,12.83823,39.50531,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,436,,524,Community,,,,Endamekoni,Tsibet,,,,
65265,ET.GOH.Q4.13.156.297,Gereb chelaqo,250,,12.47821,39.53933,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,Ofla,Heyalo,,,,
65266,ET.GOH.Q4.13.156.298,Tsegahans,325,,12.46592,39.54701,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,Ofla,Heyalo,,,,
65267,ET.GOH.Q4.13.156.299,May dmbatsa,200,,13.84712,38.70487,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,394,,524,Community,,,,N/Adet,Kisad aki,,,,
65268,ET.GOH.Q4.13.156.300,May liham,175,,13.87407,38.62026,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,N/Adet,Adi Selam,,,,
65269,ET.GOH.Q4.13.156.301,May kola,380,,13.90571,38.23727,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,Asgede tsimbla,Birhan,,,,
65270,ET.GOH.Q4.13.156.302,Jekjek,300,,13.94328,38.22505,5074.5,,0,,,,,,,,CO,5,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,Asgede tsimbla,Birhan,,,,
65271,ET.GOH.Q4.13.156.303,Sewihi,250,,14.08076,38.38666,5074.5,,0,,,,,,,,CO,7,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,T/koraro,Beles,,,,
65272,ET.GOH.Q4.13.156.304,Mai sewhi,200,,14.33678,38.1845,5074.5,,0,,,,,,,,CO,7,,1,1207,144,,,,,1,WPS,363,,524,Community,,,,L/adiabo,Hibret,,,,
