id,deployment_code,community_name,population,population_override,latitude,longitude,cost_estimate,plaque_text,location_type_id,project_type_id,sub_project_type_id,status_id,grant_id,grant_program_id,d2p_batch_id,mycw,region,funding_source,rehab,revenue_category,package_id,fluxx_id,fluxx_regrant_id,possible_location_types,review_status_name,resubmission_notes,state,district,sub_district,system_name,water_point_name,latitude_display,longitude_display
51727,ET.GOH.Q3.13.148.264,Mela,200,,12.76477,36.31787,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,299,,421,Community,,,,Endamekoni,Nekah Wedi Semro,,,,
51728,ET.GOH.Q3.13.148.265,Tsachiko,200,,12.51705,39.27317,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Ofla,zata,,,,
51729,ET.GOH.Q3.13.148.266,Gudgad,245,,14.139,39.46341,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gantafeshum,Gahgot,,,,
51730,ET.GOH.Q3.13.148.267,Maykromto,255,,14.14137,39.46594,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,306,,421,Community,,,,Gantafeshum,Gahgot,,,,
51731,ET.GOH.Q3.13.148.268,Hutsa,145,,14.21798,39.54205,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gantafeshum,Sason,,,,
51732,ET.GOH.Q3.13.148.269,Grawedihindeya,135,,14.2195,39.53894,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gantafeshum,Sason,,,,
51733,ET.GOH.Q3.13.148.270,Awdegibgib,150,,14.22907,39.48277,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gantafeshum,Dibla,,,,
51734,ET.GOH.Q3.13.148.271,Mayeko,180,,14.23159,39.48507,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gantafeshum,Dibla,,,,
51735,ET.GOH.Q3.13.148.272,Endatimket,300,,14.33143,39.50614,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gulomekeda,May Tsa'eda,,,,
51736,ET.GOH.Q3.13.148.273,Golgol H/girmay,220,,14.33533,39.09624,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Gulomekeda,May Tsa'eda,,,,
51737,ET.GOH.Q3.13.148.274,adi farus,250,,13.45884,39.08174,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,S/samre,banba,,,,
51738,ET.GOH.Q3.13.148.275,boshaqoy,250,,12.83418,39.32384,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,E/alage,mebal,,,,
51739,ET.GOH.Q3.13.148.276,dora,270,,12.82926,39.46574,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,E/Mekoni,gelewsa,,,,
51740,ET.GOH.Q3.13.148.277,gedagdi,300,,12.81966,39.47424,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Mekoni,gelewsa,,,,
51741,ET.GOH.Q3.13.148.278,may shihinti,150,,12.83455,39.56343,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,Endamekoni,embahazti,,,,
51742,ET.GOH.Q3.13.148.279,May-habi Gdey,225,,12.67021,39.51618,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,T/haya,,,,
51743,ET.GOH.Q3.13.148.280,May-kora,250,,12.72043,39.56699,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,T/haya,,,,
51744,ET.GOH.Q3.13.148.281,May Adi Ataro,225,,12.70195,39.51594,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,Smret,,,,
51745,ET.GOH.Q3.13.148.282,Mekdhi Adi-Waza,200,,12.70706,39.51031,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,Smret,,,,
51746,ET.GOH.Q3.13.148.283,Gra-Abogedalyos,280,,12.75055,39.31237,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51747,ET.GOH.Q3.13.148.284,Resi-Gudefena,400,,12.75496,39.32207,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,318,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51748,ET.GOH.Q3.13.148.285,Gereb Maychewet,150,,12.77046,39.30917,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,228,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51749,ET.GOH.Q3.13.148.286,Derebtha,150,,12.74217,39.33234,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,228,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51750,ET.GOH.Q3.13.148.287,May-Awalie,250,,12.74966,39.3361,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,228,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51751,ET.GOH.Q3.13.148.288,Gereb weshenfa,400,,12.76185,39.33649,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,228,,421,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
51752,ET.GOH.Q3.13.148.289,Maydera (chena),500,,13.02018,39.39925,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Alaje,Dejen,,,,
51753,ET.GOH.Q3.13.148.290,kuha,250,,13.0084,39.42902,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Aleje,Dejen,,,,
51754,ET.GOH.Q3.13.148.291,Mekakih,280,,13.00387,39.44045,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Aleje,Dejen,,,,
51755,ET.GOH.Q3.13.148.292,Maybelesat,300,,13.01176,39.44249,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Aleje,Dejen,,,,
51756,ET.GOH.Q3.13.148.293,Mayshanfa,150,,13.01689,39.44249,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Aleje,Dejen,,,,
51757,ET.GOH.Q3.13.148.294,Mayshanfa,250,,13.03008,39.42386,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Aleje,Dejen,,,,
51758,ET.GOH.Q3.13.148.295,Maysur,250,,13.00901,39.39635,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Alaje,Fana,,,,
51759,ET.GOH.Q3.13.148.296,Mayliham,250,,12.99108,39.33483,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Alaje,Fana,,,,
51760,ET.GOH.Q3.13.148.297,Mayweino,350,,12.96652,39.34145,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,E/Alaje,Simret,,,,
51761,ET.GOH.Q3.13.148.298,Bealati,400,,12.98476,39.36066,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,169,,421,Community,,,,E/Alaje,Simret,,,,
51762,ET.GOH.Q3.13.148.299,may kelamitos,180,,12.83823,39.50531,9476.6,,CO,5,,1,1206,143,,,Tigray,,0,WPS,191,,421,Community,,,,Endamekoni,Tsibet,,,,
51763,ET.GOH.Q3.13.148.300,gerebaygi,300,,13.94722,39.39701,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Megab,,,,
51764,ET.GOH.Q3.13.148.301,Endatimket,400,,13.87205,39.42414,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Digum,,,,
51765,ET.GOH.Q3.13.148.302,gra washkum,270,,12.52089,39.5322,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Ofla,adi golo,,,,
51766,ET.GOH.Q3.13.148.303,gonayshagla,280,,13.34528,39.12171,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,S/samre,cheli,,,,
51767,ET.GOH.Q3.13.148.304,mida adisishay,250,,13.33448,39.11661,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,S/samre,cheli,,,,
51768,ET.GOH.Q3.13.148.305,wulaba,280,,13.35927,39.06662,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,S/samre,esiret,,,,
51769,ET.GOH.Q3.13.148.306,tsikante,270,,13.35004,39.07635,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,S/samre,esiret,,,,
51770,ET.GOH.Q3.13.148.307,gogolesa,300,,12.79555,39.48843,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Endamekoni,shimta,,,,
51771,ET.GOH.Q3.13.148.308,May tehari,350,,13.55739,39.46783,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Enderta,Mariam dehan,,,,
51772,ET.GOH.Q3.13.148.309,May tehari,500,,13.55844,39.46331,9476.6,,CO,6,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Enderta,Mariam dehan,,,,
52153,ET.GOH.Q3.13.148.310,Adi hurus,150,,13.96493,39.40751,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,200,,429,School,,,,Hawzien,D/hiwot,,,,
52157,ET.GOH.Q3.13.148.311,Daero abuero,175,,13.86421,39.38118,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,263,,429,School,,,,Hawzien,Freweyni,,,,
52158,ET.GOH.Q3.13.148.312,meydamelhis,175,,13.9251,39.47051,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,263,,429,School,,,,Hawzien,Debrebirhan,,,,
52159,ET.GOH.Q3.13.148.313,Datsion,150,,13.92012,39.48321,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,276,,429,School,,,,Hawzien,Debrebirhan,,,,
52160,ET.GOH.Q3.13.148.314,Maibeles,150,,13.88001,39.40101,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,277,,429,School,,,,Hawzien,Fireweyni,,,,
52161,ET.GOH.Q3.13.148.315,kahnat,250,,13.95239,39.44101,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,321,,429,School,,,,Hawzien,Selam,,,,
52162,ET.GOH.Q3.13.148.316,mencheko,150,,13.94656,39.44588,23577.82,,CO,4,,1,1206,143,,,Tigray,,0,WPS,327,,429,School,,,,Hawzien,Selam,,,,
64951,ET.GOH.Q3.13.148.317,Sewhitambuk,200,,14.0838,39.40157,5598.39,,CO,4,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,419,Community,,,,Hawzien,Simret,,,,
64954,ET.GOH.Q3.13.148.318,Netae,300,,13.82574,39.75063,5865.44,,CO,4,,1,1206,143,,,Tigray,,0,WPS,327,,417,Community,,,,Atsbiwemberta,Kalamin,,,,
64955,ET.GOH.Q3.13.148.319,duru,210,,12.5079,39.27319,5865.44,,CO,4,,1,1206,143,,,Tigray,,0,WPS,327,,417,Community,,,,Ofla,Zata,,,,
64956,ET.GOH.Q3.13.148.320,miran,200,,12.50351,39.29803,5865.44,,CO,4,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,417,Community,,,,Ofla,Zata,,,,
64957,ET.GOH.Q3.13.148.321,may shimisha,250,,12.84951,39.32718,5865.44,,CO,7,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,417,Community,,,,E/alage,mebal,,,,
64958,ET.GOH.Q3.13.148.322,keyh hemed,170,,12.50687,39.47995,5865.44,,CO,7,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,417,Community,,,,Ofla,heyalo,,,,
64959,ET.GOH.Q3.13.148.323,mekdhi may,250,,12.82382,39.46194,5865.44,,CO,7,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,417,Community,,,,Endamekoni,gelewsa,,,,
64960,ET.GOH.Q3.13.148.324,gerhimed 1,250,,12.48009,39.3865,5865.44,,CO,7,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,417,Community,,,,Ofla,Fala,,,,
64961,ET.GOH.Q3.13.148.325,gereb bekistan,260,,12.49852,39.38116,5865.44,,CO,7,,1,1206,143,,,Tigray,,0,WPS,327,,417,Community,,,,Ofla,Fala,,,,
64962,ET.GOH.Q3.13.148.326,meshaamush,150,,12.50723,39.4994,4145.2,,CO,7,,1,1206,143,,,Tigray,,1,WPS,263,,488,Community,,,,Endamekoni,Tsibet,,,,
64963,ET.GOH.Q3.13.148.327,Abi-sewhi,300,,12.70453,39.51236,4145.2,,CO,7,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,E/Mekoni,Smret,,,,
64964,ET.GOH.Q3.13.148.328,Washenf,250,,12.75336,39.31401,4145.2,,CO,7,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,E/Mekoni,Nekah Wedi Semro,,,,
64965,ET.GOH.Q3.13.148.329,May zagra E/School,116,,13.96569,39.40697,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Hawzien,D/hiwot,,,,
64966,ET.GOH.Q3.13.148.330,Adi meazu school,171,,12.58954,39.53605,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Ofla,Menkere,,,,
64967,ET.GOH.Q3.13.148.331,Bahra school,470,,14.15615,39.45974,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Gantafeshum,Bahrasihta,,,,
64968,ET.GOH.Q3.13.148.332,Ja school,798,,12.52066,39.25811,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Ofla,Zata,,,,
64969,ET.GOH.Q3.13.148.333,Zata school,711,,12.50723,39.28479,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Ofla,Zata,,,,
64970,ET.GOH.Q3.13.148.334,Abraham E/school,208,,14.21874,38.70071,4145.2,,SC,3,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,L/Maychew,Welel,,,,
64971,ET.GOH.Q3.13.148.335,Gelewsa  school,714,,12.81013,39.45295,4145.2,,SC,1,,1,1206,143,,,Tigray,,1,WPS,,,488,Community,,,,Endamekoni,Gelewsa,,,,
